Date,AKRA.JK,ANTM.JK,ASII.JK,BBCA.JK,BBNI.JK,BBRI.JK,BBTN.JK,BJBR.JK,BMRI.JK,BTPS.JK,DSNG.JK,ICBP.JK,INCO.JK,INDF.JK,INTP.JK,JPFA.JK,JSMR.JK,KLBF.JK,SMGR.JK,TLKM.JK,UNTR.JK,UNVR.JK
2022-12-14,1218.4,1719.08,4722.73,8185.44,4357.36,4304.82,1152.9,1148.48,4503.1,2579.74,557.94,9959.44,7228.43,6421.27,9689.99,1172.84,2903.18,2040.53,6568.69,3391.34,19090.65,4278.29
2022-12-15,1218.4,1714.65,4702.46,8066.81,4334.49,4244.31,1148.77,1144.23,4480.47,2525.24,548.79,9935.33,7179.09,6444.37,9568.56,1159.15,2951.73,1973.16,6779.83,3318.99,18859.57,4260.16
2022-12-16,1184.08,1789.97,4682.19,8161.71,4483.16,4304.82,1128.11,1148.48,4570.99,2470.74,548.79,10055.9,7277.77,6421.27,9665.7,1154.59,2874.05,2040.53,6592.15,3328.04,18877.35,4414.25
2022-12-19,1149.76,1807.69,4621.39,8209.16,4311.61,4296.17,1128.11,1139.97,4525.73,2443.49,567.08,9790.64,7228.43,6467.47,9592.84,1154.59,2903.18,2088.66,6521.77,3364.21,19090.65,4287.35
2022-12-20,1162.63,1781.11,4621.39,8137.98,4323.05,4244.31,1140.51,1144.23,4548.36,2425.32,562.51,9935.33,7105.07,6444.37,9568.56,1168.28,2883.76,2021.28,6357.55,3364.21,18948.45,4323.61
2022-12-21,1175.5,1807.69,4621.39,8232.89,4277.3,4227.02,1152.9,1139.97,4525.73,2407.15,562.51,9862.99,7129.75,6375.08,9568.56,1195.66,2874.05,2021.28,6310.63,3427.52,18930.67,4332.67
2022-12-22,1201.24,1798.83,4682.19,8137.98,4311.61,4287.53,1161.17,1139.97,4503.1,2543.41,553.36,9766.53,7129.75,6282.69,9374.27,1191.09,2874.05,1982.78,6310.63,3391.34,19197.3,4387.06
2022-12-23,1201.24,1772.25,4601.12,8066.81,4265.87,4218.37,1251.21,1139.97,4491.79,2479.82,557.94,9670.07,6957.05,6305.78,9471.41,1177.4,2893.47,1963.53,6334.09,3418.47,19108.43,4368.93
2022-12-26,1196.95,1772.25,4580.85,8137.98,4265.87,4261.59,1279.12,1144.23,4548.36,2588.83,562.51,9790.64,7006.39,6351.98,9544.27,1195.66,2903.18,1992.41,6381.01,3391.34,18770.7,4305.48
2022-12-27,1184.08,1763.39,4601.12,8161.71,4254.43,4209.73,1311.68,1144.23,4503.1,2552.49,557.94,9718.3,7031.06,6282.69,9787.13,1195.66,2912.89,1953.91,6263.71,3445.6,18930.67,4359.87
2022-12-28,1218.4,1781.11,4560.58,8209.16,4220.12,4166.51,1260.51,1139.97,4514.41,2497.99,553.36,9814.76,7031.06,6213.39,9738.56,1181.97,2903.18,1953.91,6263.71,3373.26,18610.72,4323.61
2022-12-29,1205.53,1781.11,4580.85,8137.98,4220.12,4209.73,1255.86,1144.23,4514.41,2543.41,548.79,9814.76,7080.4,6282.69,9641.41,1191.09,2893.47,2011.66,6263.71,3418.47,18681.82,4314.54
2022-12-30,1201.24,1758.95,4621.39,8114.26,4220.12,4270.24,1255.86,1144.23,4491.79,2534.32,548.79,9645.95,7006.39,6213.39,9617.13,1181.97,2893.47,2011.66,6169.88,3391.34,18539.62,4260.16
2023-01-02,1188.37,1754.52,4621.39,8114.26,4220.12,4209.73,1241.91,1148.48,4469.16,2570.66,557.94,9790.64,6957.05,6259.59,9665.7,1223.04,3019.7,1982.78,6216.79,3436.56,18344.09,4187.65
2023-01-03,1158.34,1772.25,4580.85,8114.26,4242.99,4192.44,1227.95,1152.73,4503.1,2543.41,557.94,9814.76,7006.39,6236.49,9568.56,1241.29,3077.96,2040.53,6287.17,3490.82,18415.19,4169.52
2023-01-04,1106.85,1816.55,4601.12,7924.45,4197.25,4123.29,1227.95,1148.48,4537.04,2534.32,571.66,9742.41,7203.76,6328.88,9495.7,1250.42,3029.41,2011.66,6357.55,3454.65,17170.92,4205.77
2023-01-05,1055.37,1741.23,4357.89,7829.55,4117.19,4010.91,1218.65,1139.97,4446.53,2425.32,553.36,9862.99,7006.39,6328.88,9349.99,1236.73,2980.86,1992.41,6287.17,3409.43,17544.2,4287.35
2023-01-06,1089.69,1758.95,4418.69,7877.0,4071.44,3993.62,1246.56,1144.23,4435.21,2379.9,585.38,9814.76,7253.1,6421.27,9762.84,1259.55,2961.44,1973.16,6639.07,3355.17,17757.51,4314.54
2023-01-09,1085.4,1825.41,4337.62,8019.35,4117.19,3967.69,1237.26,1144.23,4401.27,2343.57,580.8,9838.87,7327.11,6421.27,9981.41,1254.98,3068.25,2021.28,6732.91,3427.52,17561.98,4314.54
2023-01-10,1076.82,1807.69,4317.35,7758.37,3991.39,3877.54,1158.18,1135.72,4197.61,2289.07,580.8,9838.87,7154.42,6167.2,9762.84,1241.29,3077.96,1973.16,6615.61,3463.69,17739.73,4251.1
2023-01-11,1081.11,1834.28,4236.27,7710.92,3888.46,3833.77,1144.23,1135.72,4050.53,2270.9,599.1,10152.36,7228.43,6167.2,9884.27,1241.29,3097.38,1963.53,6568.69,3499.87,17828.61,4260.16
2023-01-12,1132.59,1887.44,4337.62,7758.37,3934.21,3938.81,1162.84,1148.48,4163.67,2289.07,576.23,10080.02,7228.43,6121.0,10005.7,1200.22,3077.96,1944.28,6944.04,3490.82,17739.73,4314.54
2023-01-13,1128.3,1905.17,4418.69,7639.74,3968.51,3921.3,1153.53,1144.23,4152.36,2416.24,599.1,10080.02,7327.11,6190.29,9981.41,1213.91,3077.96,1973.16,6756.37,3418.47,17170.92,4341.74
2023-01-16,1124.01,1931.75,4540.31,7734.64,4014.26,3956.31,1181.44,1152.73,4208.93,2370.82,599.1,10031.79,7351.78,6190.29,9957.13,1200.22,3077.96,1982.78,6944.04,3481.78,17224.24,4323.61
2023-01-17,1141.18,2011.5,4499.77,7900.73,4082.88,3991.32,1186.09,1139.97,4412.59,2379.9,585.38,9983.56,7499.8,6305.78,9689.99,1200.22,3068.25,1992.41,6779.83,3572.21,17295.35,4314.54
2023-01-18,1115.43,2002.64,4580.85,7877.0,4060.01,4026.34,1190.74,1139.97,4322.07,2379.9,599.1,10104.13,7401.12,6421.27,9544.27,1177.4,3077.96,2011.66,6568.69,3554.13,17597.53,4350.8
2023-01-19,1119.72,2011.5,4743.0,7900.73,4094.32,4035.09,1218.65,1148.48,4412.59,2334.49,599.1,10128.25,7401.12,6351.98,9714.27,1181.97,3077.96,2021.28,6685.99,3517.95,18664.04,4350.8
2023-01-20,1136.89,2055.81,4783.54,7877.0,4128.63,4070.1,1223.3,1152.73,4514.41,2334.49,594.52,10128.25,7450.46,6351.98,9519.99,1195.66,3077.96,1982.78,6615.61,3499.87,19037.32,4359.87
2023-01-24,1158.34,2055.81,4803.81,7805.82,4140.06,4043.84,1246.56,1148.48,4480.47,2370.82,594.52,10031.79,7302.44,6398.18,9495.7,1200.22,3000.28,1982.78,6662.53,3481.78,18575.17,4377.99
2023-01-25,1158.34,2029.22,4824.08,7782.1,4151.5,3991.32,1288.42,1148.48,4389.96,2370.82,608.24,10055.9,7203.76,6282.69,9568.56,1200.22,3000.28,1973.16,6615.61,3472.74,18521.84,4396.12
2023-01-26,1201.24,2055.81,4783.54,8043.08,4334.49,4017.58,1283.77,1148.48,4446.53,2379.9,603.67,9718.3,7179.09,6190.29,9811.41,1227.6,3048.83,1963.53,6873.66,3590.3,17953.03,4350.8
2023-01-27,1192.66,2038.08,4763.27,8256.61,4368.8,4061.35,1302.38,1148.48,4537.04,2425.32,594.52,9645.95,7327.11,6190.29,9617.13,1223.04,3058.54,1973.16,6826.74,3581.26,18184.11,4305.48
2023-01-30,1154.05,2029.22,4763.27,8256.61,4254.43,4035.09,1283.77,1156.99,4503.1,2352.65,612.82,9742.41,7228.43,6282.69,9544.27,1227.6,3058.54,2069.41,6779.83,3581.26,17953.03,4314.54
2023-01-31,1124.01,2046.94,4864.62,8043.08,4185.81,4008.83,1265.17,1161.24,4503.1,2325.4,621.96,9742.41,7327.11,6213.39,9714.27,1232.17,3068.25,1982.78,6944.04,3481.78,17455.32,4223.9
2023-02-01,1175.5,2100.11,4864.62,8066.81,4174.38,4096.36,1269.82,1165.49,4389.96,2398.07,612.82,10007.67,7475.13,6144.1,9617.13,1223.04,3243.02,2002.03,6873.66,3499.87,17579.75,4196.71
2023-02-02,1222.69,2082.39,4803.81,8019.35,4162.94,4026.34,1255.86,1186.76,4401.27,2379.9,617.39,9887.1,7327.11,6097.9,10054.27,1236.73,3233.31,2117.54,6873.66,3517.95,17135.37,4287.35
2023-02-03,1162.63,2064.67,4763.27,8256.61,4254.43,4157.63,1288.42,1165.49,4491.79,2388.99,603.67,10104.13,7277.77,6190.29,10297.13,1245.86,3349.83,2098.29,6826.74,3508.91,17064.27,4251.1
2023-02-06,1128.3,2011.5,4743.0,8280.34,4277.3,4148.88,1269.82,1174.0,4469.16,2343.57,612.82,9911.21,7154.42,6167.2,10661.41,1250.42,3272.15,2088.66,6803.29,3508.91,17010.94,4287.35
2023-02-07,1136.89,1993.78,4763.27,8398.97,4288.74,4157.63,1274.47,1182.51,4604.93,2343.57,612.82,9911.21,7228.43,6167.2,10467.13,1245.86,3340.12,2127.16,6803.29,3436.56,17704.18,4405.19
2023-02-08,1115.43,1984.92,4702.46,8375.24,4334.49,4192.64,1288.42,1182.51,4616.24,2343.57,617.39,9959.44,7179.09,6282.69,10637.13,1254.98,3301.28,2165.66,6779.83,3472.74,17633.08,4554.75
2023-02-09,1098.27,1967.19,4601.12,8446.42,4368.8,4210.15,1274.47,1182.51,4638.87,2352.65,608.24,9935.33,7055.73,6259.59,10661.41,1227.6,3243.02,2165.66,6873.66,3409.43,17419.77,4459.57
2023-02-10,1124.01,1967.19,4621.39,8375.24,4357.36,4253.91,1283.77,1182.51,4661.5,2343.57,599.1,9935.33,7105.07,6375.08,11147.13,1241.29,3320.7,2271.54,7272.48,3436.56,17419.77,4151.39
2023-02-13,1115.43,1984.92,4641.65,8422.7,4345.92,4201.39,1279.12,1186.76,4684.13,2307.23,617.39,9911.21,7031.06,6213.39,11074.27,1227.6,3301.28,2146.41,7131.72,3427.52,17508.65,4097.0
2023-02-14,1162.63,1958.33,4641.65,8493.87,4323.05,4262.66,1269.82,1182.51,4695.44,2261.82,617.39,9935.33,7031.06,6236.49,11365.7,1227.6,3320.7,2242.66,7178.64,3436.56,17597.53,4133.26
2023-02-15,1149.76,1949.47,4601.12,8422.7,4311.61,4262.66,1241.91,1182.51,4627.56,2207.31,603.67,9935.33,6858.37,6167.2,11195.7,1204.78,3310.99,2223.41,7155.18,3427.52,17686.4,4124.2
2023-02-16,1141.18,1869.72,4621.39,8256.61,4277.3,4262.66,1255.86,1182.51,4604.93,2170.98,603.67,9838.87,6735.02,6097.9,11074.27,1200.22,3427.5,2204.16,7061.34,3409.43,17526.43,4097.0
2023-02-17,1132.59,1852.0,4601.12,8280.34,4242.99,4271.42,1274.47,1186.76,4661.5,2198.23,617.39,9983.56,6685.68,6097.9,10685.7,1204.78,3437.21,2165.66,6967.5,3400.39,17508.65,4087.94
2023-02-20,1124.01,1843.14,4540.31,8304.07,4185.81,4271.42,1260.51,1182.51,4650.19,2180.06,621.96,9983.56,6587.0,6121.0,10782.84,1213.91,3437.21,2213.79,7061.34,3454.65,17277.57,4115.13
2023-02-21,1132.59,1843.14,4520.04,8256.61,4140.06,4218.9,1246.56,1182.51,4616.24,2170.98,612.82,9935.33,6685.68,6028.61,11074.27,1204.78,3408.08,2204.16,7108.26,3472.74,17064.27,4078.88
2023-02-22,1128.3,1816.55,4560.58,8232.89,4048.57,4166.38,1241.91,1182.51,4525.73,2143.73,594.52,9862.99,6710.35,6097.9,10952.84,1209.35,3359.54,2079.04,6967.5,3490.82,17295.35,4060.75
2023-02-23,1154.05,1798.83,4580.85,8280.34,4094.32,4201.39,1255.86,1186.76,4559.67,2170.98,608.24,9862.99,6512.99,6074.8,10879.98,1218.48,3369.25,2098.29,7155.18,3590.3,17561.98,3988.23
2023-02-24,1201.24,1772.25,4661.92,8232.89,4071.44,4166.38,1246.56,1182.51,4582.3,2180.06,612.82,9814.76,6537.66,6074.8,10782.84,1195.66,3349.83,2184.91,6944.04,3653.61,17739.73,3942.91
2023-02-27,1188.37,1781.11,4702.46,8327.79,4094.32,4210.15,1241.91,1174.0,4593.62,2161.9,608.24,9694.18,6562.33,6097.9,10709.98,1195.66,3213.89,2088.66,6920.58,3581.26,17899.71,3897.59
2023-02-28,1188.37,1763.39,4945.69,8304.07,4014.26,4087.61,1232.61,1122.96,4525.73,2125.56,608.24,9766.53,6735.02,5982.41,10807.13,1227.6,3155.63,2030.91,6779.83,3508.91,19837.21,3788.82
2023-03-01,1205.53,1772.25,4986.23,8161.71,4094.32,4131.37,1232.61,1148.48,4570.99,2098.31,608.24,9549.49,6833.7,5797.63,10952.84,1209.35,3155.63,2030.91,6803.29,3554.13,19606.13,3761.63
2023-03-02,1239.85,1781.11,4986.23,8185.44,4060.01,4183.89,1227.95,1152.73,4627.56,2098.31,608.24,9501.26,6735.02,5774.53,10807.13,1177.4,3155.63,2021.28,6709.45,3508.91,20139.39,3761.63
2023-03-03,1218.4,1767.82,4905.15,8043.08,4002.82,4166.38,1218.65,1156.99,4548.36,2080.14,631.11,9380.69,6735.02,5797.63,11098.56,1168.28,3243.02,1982.78,6732.91,3527.0,19997.19,3680.05
2023-03-06,1192.66,1736.8,4925.42,7971.9,4025.7,4192.64,1190.74,1152.73,4582.3,2080.14,617.39,9404.8,6685.68,5774.53,10977.13,1140.89,3194.47,2030.91,6685.99,3508.91,19659.46,3779.76
2023-03-07,1205.53,1719.08,4824.08,7995.63,4071.44,4236.41,1186.09,1148.48,4604.93,2080.14,626.54,9621.84,6463.64,5774.53,10928.56,1145.46,3145.92,2002.03,6639.07,3508.91,19072.88,3698.18
2023-03-08,1192.66,1670.34,4803.81,8137.98,4060.01,4236.41,1176.79,1139.97,4650.19,2071.06,617.39,9453.03,6340.29,5682.14,11147.13,1113.51,3175.05,2021.28,6474.85,3563.17,18770.7,3716.31
2023-03-09,1205.53,1661.48,4884.89,8137.98,4185.81,4210.15,1195.4,1148.48,4729.39,2043.81,621.96,9453.03,6266.28,5682.14,11147.13,1113.51,3155.63,2002.03,6498.31,3590.3,19215.08,3716.31
2023-03-10,1188.37,1665.91,4844.35,8019.35,4128.63,4218.9,1186.09,1139.97,4695.44,2016.56,617.39,9404.8,6315.62,5659.04,11147.13,1122.64,3184.76,1982.78,6357.55,3626.48,19072.88,3725.37
2023-03-13,1192.66,1639.33,4803.81,8114.26,4117.19,4227.65,1158.18,1144.23,4684.13,1952.97,603.67,9308.34,6093.59,5659.04,10709.98,1081.57,3126.5,2030.91,6216.79,3680.74,19961.64,3770.7
2023-03-14,1196.95,1608.31,4682.19,7900.73,4014.26,4122.62,1111.67,1131.46,4491.79,1925.72,585.38,9308.34,5994.91,5705.23,10685.7,1081.57,3077.96,2011.66,6169.88,3635.52,19268.4,3816.02
2023-03-15,1201.24,1643.76,4682.19,7900.73,4025.7,4113.86,1093.07,1122.96,4548.36,1907.56,612.82,8994.85,6068.92,5635.94,9957.13,1054.19,2971.15,1992.41,5794.52,3626.48,19375.05,3716.31
2023-03-16,1162.63,1590.59,4743.0,7877.0,4094.32,4140.12,1097.72,1088.93,4457.84,1898.47,617.39,9067.19,6068.92,5682.14,9471.41,985.73,2980.86,2050.16,5630.31,3662.65,19143.98,3689.12
2023-03-17,1188.37,1679.2,4743.0,7948.18,4128.63,4288.92,1148.88,1114.45,4570.99,1889.39,631.11,9211.88,6266.28,5659.04,9714.27,1026.81,3058.54,2136.79,5724.14,3662.65,20228.27,3770.7
2023-03-20,1205.53,1683.63,4763.27,7971.9,4117.19,4271.42,1116.32,1114.45,4525.73,1880.31,626.54,9284.23,6290.95,5728.33,9835.7,1013.11,3048.83,2088.66,5700.68,3608.39,19695.01,3770.7
2023-03-21,1222.69,1670.34,4763.27,8066.81,4220.12,4288.92,1130.28,1131.46,4752.02,1925.72,631.11,9356.57,6266.28,5659.04,9787.13,999.42,3077.96,2127.16,5864.9,3725.96,19535.03,3806.95
2023-03-24,1321.36,1679.2,4824.08,8375.24,4403.11,4381.91,1190.74,1135.72,4933.04,1925.72,635.68,9621.84,6340.29,5843.82,9787.13,1035.93,3077.96,2050.16,5911.82,3680.74,19677.23,3870.4
2023-03-27,1321.36,1736.8,4763.27,8256.61,4345.92,4354.35,1176.79,1148.48,4851.86,1962.06,663.12,9621.84,6340.29,5890.02,9665.7,1058.75,3077.96,2021.28,5864.9,3662.65,19766.11,3888.53
2023-03-28,1321.36,1767.82,4743.0,8232.89,4306.69,4381.91,1172.14,1148.48,4816.19,1943.89,644.83,9742.41,6438.97,5890.02,10418.56,1067.88,3068.25,2069.41,5982.2,3662.65,20317.14,3897.59
2023-03-29,1385.71,1843.14,4824.08,8518.45,4390.2,4418.65,1194.68,1169.75,4923.22,1962.06,635.68,9621.84,6512.99,5866.92,10321.41,1054.19,3136.21,2117.54,5982.2,3707.87,20708.2,3951.98
2023-03-30,1351.39,1852.0,4783.54,8542.65,4461.78,4363.54,1194.68,1165.49,4863.76,1962.06,631.11,9525.38,6537.66,5913.12,10418.56,1049.62,3116.8,2088.66,5982.2,3698.82,20601.55,3861.34
2023-03-31,1329.94,1852.0,4864.62,8470.05,4461.78,4345.16,1180.23,1156.99,4911.32,1989.31,649.4,9621.84,6562.33,5728.33,10224.27,1026.81,3126.5,2021.28,5911.82,3671.69,20690.43,3942.91
2023-04-03,1334.23,1852.0,4864.62,8518.45,4461.78,4409.47,1180.23,1169.75,5006.46,1980.22,640.26,9621.84,6685.68,5705.23,10199.99,1026.81,3184.76,2002.03,5958.74,3689.78,20512.67,3888.53
2023-04-04,1342.81,1816.55,4884.89,8494.25,4461.78,4427.84,1170.59,1174.0,4947.0,1971.14,649.4,9838.87,6661.01,5866.92,10151.41,1022.24,3194.47,2021.28,5982.2,3671.69,21063.71,3888.53
2023-04-05,1329.94,1860.86,4864.62,8445.85,4449.85,4437.03,1185.04,1174.0,4970.78,1898.47,626.54,9766.53,6562.33,5797.63,9447.13,1008.55,3233.31,2011.66,5653.76,3753.09,21188.13,3852.27
2023-04-06,1351.39,1860.86,4803.81,8470.05,4473.71,4446.21,1189.86,1178.25,4923.22,1943.89,626.54,9718.3,6315.62,5774.53,9617.13,1008.55,3281.86,1973.16,5653.76,3843.52,21188.13,3852.27
2023-04-10,1355.68,1789.97,4844.35,8518.45,4449.85,4464.59,1194.68,1174.0,4851.86,2007.48,631.11,9718.3,6315.62,5843.82,9617.13,1026.81,3310.99,1992.41,5677.22,3888.74,21472.54,3888.53
2023-04-11,1368.55,1869.72,4925.42,8542.65,4473.71,4482.96,1189.86,1165.49,4851.86,1998.39,631.11,9838.87,6438.97,5866.92,10029.99,1013.11,3291.57,1992.41,5771.06,3888.74,21614.74,3806.95
2023-04-12,1355.68,1869.72,5067.31,8615.25,4461.78,4528.89,1209.13,1165.49,4899.43,1998.39,644.83,9694.18,6364.96,5797.63,10102.84,1003.99,3213.89,1963.53,5817.98,3897.78,22219.1,3797.89
2023-04-13,1351.39,1887.44,5067.31,8639.45,4473.71,4574.82,1223.58,1174.0,4875.65,2061.98,640.26,9887.1,6290.95,5797.63,9908.56,994.86,3204.18,1953.91,5724.14,3924.91,22076.9,3716.31
2023-04-14,1368.55,1869.72,5026.77,8712.05,4485.64,4662.09,1218.76,1182.79,4970.78,2107.4,644.83,9887.1,6488.31,5820.72,9981.41,999.42,3291.57,1982.78,5747.6,3924.91,21490.31,3761.63
2023-04-17,1359.97,1878.58,5047.04,8736.25,4509.5,4584.01,1209.13,1155.18,4875.65,2034.73,640.26,9862.99,6364.96,5843.82,10029.99,1023.33,3194.47,1963.53,5677.22,3861.61,21685.84,3743.5
2023-04-18,1385.71,1860.86,5209.19,8833.05,4521.43,4547.26,1204.31,1164.38,4923.22,2052.89,640.26,9838.87,6512.99,5866.92,10054.27,1018.55,3136.21,1982.78,5653.76,3861.61,22094.67,3707.25
2023-04-26,1394.29,1869.72,5432.16,8905.65,4569.15,4616.16,1213.95,1155.18,4947.0,2043.81,612.82,9838.87,6512.99,6005.51,10151.41,1028.12,3155.63,2002.03,5653.76,3979.18,22325.75,3716.31
2023-04-27,1385.71,1843.14,5432.16,8857.25,4533.36,4730.99,1204.31,1164.38,4947.0,1998.39,585.38,9887.1,6512.99,5936.21,10199.99,1013.77,3136.21,2040.53,5653.76,3906.83,22094.67,3988.23
2023-04-28,1390.0,1860.86,5472.69,8760.45,4497.57,4685.06,1199.49,1155.18,4923.22,2029.21,567.08,10200.59,6883.04,5959.31,10539.98,994.64,3194.47,2040.53,5583.39,3843.52,25654.32,3988.23
2023-05-02,1377.13,1825.41,5411.89,8760.45,4557.22,4730.99,1204.31,1122.96,4994.57,1891.72,571.66,10031.79,6883.04,6005.51,9811.41,999.42,3243.02,1992.41,5513.01,3789.26,23878.93,3988.23
2023-05-03,1342.81,1878.58,5371.35,8639.45,4521.43,4685.06,1180.23,1113.76,4970.78,1801.63,553.36,10369.4,6809.03,6144.1,9714.27,1028.12,3233.31,1982.78,5489.55,3753.09,22214.51,3988.23
2023-05-04,1329.94,1887.44,5351.08,8712.05,4437.92,4730.99,1185.04,1118.36,4923.22,1891.72,548.79,10417.63,6932.38,6121.0,9714.27,1061.59,3233.31,2011.66,5680.72,3753.09,21748.47,4033.56
2023-05-05,1291.33,1807.69,5441.32,8712.05,4414.06,4799.89,1175.41,1109.15,4923.22,1896.46,557.94,10489.97,6907.71,6190.29,9714.27,1037.68,3223.6,2069.41,5582.78,3771.17,21437.78,4069.81
2023-05-08,1291.33,1834.28,5419.2,8712.05,4366.34,4685.06,1170.59,1122.96,4875.65,1953.35,544.22,10634.66,6883.04,6351.98,9884.27,1013.77,3233.31,2021.28,5705.21,3671.69,22192.32,4051.68
2023-05-09,1291.33,1869.72,5596.16,8639.45,4354.41,4708.03,1247.67,1113.76,4804.3,2019.73,535.07,10610.55,6981.72,6305.78,10054.27,1013.77,3398.37,1982.78,5999.04,3680.74,22436.43,3979.17
2023-05-10,1242.52,1860.86,5596.16,8639.45,4390.2,4730.99,1238.03,1118.36,4828.08,1905.94,535.07,10514.09,6883.04,6375.08,9908.56,1018.55,3359.54,1982.78,5925.58,3735.0,22436.43,4078.88
2023-05-11,1229.2,1807.69,5529.8,8542.65,4366.34,4730.99,1242.85,1113.76,4851.86,1896.46,525.92,10586.43,6809.03,6282.69,9932.84,1042.46,3378.96,2050.16,5754.18,3698.82,22036.97,4015.43
2023-05-12,1215.89,1772.25,5507.68,8518.45,4294.76,4730.99,1276.57,1118.36,4756.73,1934.39,521.35,10489.97,6611.67,6213.39,9908.56,1061.59,3369.25,2067.8,5778.67,3599.35,22014.78,3988.23
2023-05-15,1224.77,1763.39,5618.28,8494.25,4247.04,4730.99,1286.21,1113.76,4804.3,1934.39,530.5,10610.55,6611.67,6213.39,9908.56,1123.75,3272.15,2097.2,5729.69,3599.35,21748.47,4078.88
2023-05-16,1153.77,1745.66,5551.92,8421.65,4175.46,4776.92,1247.67,1104.55,4747.22,1915.42,530.5,10610.55,6475.0,6305.78,9981.41,1114.19,3349.83,2156.0,5778.67,3599.35,21704.09,4087.94
2023-05-17,1175.95,1714.65,5596.16,8494.25,4175.46,4776.92,1242.85,1109.15,4756.73,1896.46,544.22,10610.55,6500.0,6282.69,10078.56,1123.75,3408.08,2116.8,5803.15,3608.39,21326.82,4042.62
2023-05-19,1193.7,1732.37,5728.87,8712.05,4211.25,4960.65,1271.75,1081.54,4828.08,1934.39,530.5,10562.32,6400.0,6421.27,9908.56,1118.97,3398.37,2126.6,5803.15,3635.52,20683.24,4015.43
2023-05-22,1202.58,1719.08,5839.47,8712.05,4223.18,4983.62,1262.12,1086.14,4970.78,1962.83,521.35,10610.55,6325.0,6375.08,10005.7,1162.01,3453.65,2087.4,5925.58,3653.61,21193.66,4006.36
2023-05-23,1211.45,1723.51,5839.47,8833.05,4270.9,5052.52,1233.22,1095.35,4875.65,1962.83,521.35,10779.35,6450.0,6421.27,9689.99,1138.1,3433.8,2077.6,5827.64,3653.61,21748.47,4033.56
2023-05-24,1211.45,1727.94,5905.83,8736.25,4211.25,5144.38,1233.22,1095.35,4828.08,1915.42,516.78,10803.46,6625.0,6421.27,9762.84,1157.23,3503.27,1999.2,5803.15,3762.13,21837.24,3997.3
2023-05-25,1211.45,1723.51,5839.47,8760.45,4294.76,5029.55,1213.95,1095.35,4923.22,1924.9,530.5,10803.46,6550.0,6559.86,9787.13,1181.14,3473.5,2009.0,5778.67,3725.96,20860.78,3997.3
2023-05-26,1211.45,1701.36,5839.47,8857.25,4270.9,5144.38,1180.23,1086.14,4875.65,1858.53,516.78,10803.46,6575.0,6652.26,9762.84,1219.39,3463.57,2009.0,5778.67,3735.0,20483.51,3970.11
2023-05-29,1220.33,1714.65,5839.47,8857.25,4318.62,5098.45,1185.04,1081.54,4899.43,1868.01,516.78,10779.35,6450.0,6652.26,10068.86,1209.83,3394.1,2067.8,5778.67,3798.3,20305.97,4124.2
2023-05-30,1238.08,1719.08,5750.99,8954.05,4306.69,5052.52,1199.49,1081.54,4899.43,1882.23,530.5,10803.46,6525.0,6606.06,10167.57,1133.32,3334.56,2028.6,5778.67,3725.96,19973.09,4115.13
2023-05-31,1211.45,1679.2,5706.75,8760.45,4318.62,5121.41,1233.22,1118.36,4804.3,1801.63,521.35,11285.76,6300.0,6559.86,9772.71,1142.88,3304.78,1989.4,5680.72,3653.61,19728.97,4106.07
2023-06-05,1207.02,1750.09,6038.54,8905.65,4294.76,4983.62,1228.4,1081.54,4828.08,1830.08,489.34,11141.07,6600.0,6698.45,9772.71,1128.54,3324.63,2009.0,5705.21,3689.78,20283.78,4078.88
2023-06-06,1246.95,1781.11,6016.42,8857.25,4390.2,5006.58,1266.94,1095.35,4804.3,1825.34,507.63,10899.92,6600.0,6813.94,9649.32,1123.75,3374.25,1999.2,5729.69,3698.82,20594.47,4042.62
2023-06-07,1255.83,1789.97,6016.42,8808.85,4366.34,4960.65,1266.94,1086.14,4780.51,1787.41,503.06,10899.92,6600.0,6883.24,9575.29,1157.23,3483.42,2009.0,5729.69,3753.09,20283.78,4142.33
2023-06-08,1233.64,1758.95,5994.3,8833.05,4390.2,5029.55,1257.3,1086.14,4780.51,1801.63,516.78,10899.92,6475.0,6860.14,9451.89,1152.45,3592.59,1999.2,5754.18,3771.17,20705.43,4169.52
2023-06-09,1246.95,1750.09,6016.42,8808.85,4402.13,4983.62,1252.48,1086.14,4875.65,1801.63,512.2,10972.27,6350.0,6860.14,9501.25,1166.79,3741.45,2009.0,5803.15,3753.09,20483.51,4124.2
2023-06-12,1278.02,1767.82,5994.3,8857.25,4437.92,4960.65,1262.12,1086.14,4851.86,1773.19,516.78,10899.92,6400.0,6883.24,9674.0,1200.26,3741.45,2018.8,5925.58,3816.79,20882.97,4178.58
2023-06-13,1264.7,1781.11,5972.18,8857.25,4354.41,5098.45,1223.58,1086.14,4851.86,1815.86,507.63,10851.7,6450.0,6790.84,9674.0,1171.57,3820.84,2038.4,5876.61,3797.94,20394.74,4087.94
2023-06-14,1304.64,1798.83,6104.9,8784.65,4282.83,5098.45,1213.95,1086.14,4804.3,1825.34,516.78,10899.92,6525.0,6860.14,9649.32,1171.57,3870.47,2009.0,5852.12,3769.67,20394.74,4024.49
2023-06-15,1300.21,1807.69,6082.78,8760.45,4342.48,5075.48,1233.22,1090.75,4875.65,1834.82,512.2,10924.04,6600.0,6883.24,9797.39,1185.92,3880.39,2038.4,5950.07,3788.52,20550.09,4097.0
