Date,AKRA.JK,ANTM.JK,ASII.JK,AUTO.JK,AVIA.JK,BBCA.JK,BBNI.JK,BBRI.JK,BBTN.JK,BIRD.JK,BJBR.JK,BJTM.JK,BMRI.JK,BTPS.JK,CTRA.JK,DSNG.JK,ELSA.JK,EMTK.JK,ESSA.JK,HEAL.JK,ICBP.JK,INCO.JK,INDF.JK,INTP.JK,JPFA.JK,JSMR.JK,KLBF.JK,MPMX.JK,MTEL.JK,PGEO.JK,PNBN.JK,POWR.JK,PRDA.JK,PWON.JK,SCMA.JK,SIDO.JK,SILO.JK,SIMP.JK,SMGR.JK,SMSM.JK,SSMS.JK,TAPG.JK,TLKM.JK,UNTR.JK,UNVR.JK
2023-02-24,1201.24,1772.25,4661.92,1486.08,565.11,7987.13,3736.73,3937.89,1173.18,1630.33,1182.51,634.46,4163.44,2180.06,914.22,612.82,268.37,968.12,993.62,1467.77,9814.76,6537.66,6074.8,10782.84,1195.66,3349.83,2184.91,939.11,675.01,829.19,1415.0,542.82,5609.53,435.44,197.78,775.38,1285.4,388.96,6944.04,1349.36,1531.76,472.36,3653.61,17739.73,3942.91
2023-02-27,1188.37,1781.11,4702.46,1464.61,565.11,8079.2,3757.72,3979.25,1168.8,1598.45,1174.0,638.72,4173.72,2161.9,957.76,608.24,268.37,953.38,1003.08,1457.88,9694.18,6562.33,6097.9,10709.98,1195.66,3213.89,2088.66,974.33,670.19,786.55,1395.0,542.82,5495.52,445.07,196.0,766.42,1305.03,388.96,6920.58,1336.17,1522.18,483.43,3581.26,17899.71,3897.59
2023-02-28,1188.37,1763.39,4945.69,1486.08,574.29,8056.18,3684.25,3863.43,1160.04,1607.56,1122.96,630.2,4112.04,2125.56,957.76,608.24,266.63,933.72,1012.55,1472.71,9766.53,6735.02,5982.41,10807.13,1227.6,3155.63,2030.91,978.24,665.37,758.12,1445.0,550.93,5335.9,445.07,192.43,788.83,1285.4,385.34,6779.83,1362.54,1555.69,483.43,3508.91,19837.21,3788.82
2023-03-01,1205.53,1772.25,4986.23,1447.43,565.11,7918.08,3757.72,3904.8,1160.04,1575.68,1148.48,630.2,4153.16,2098.31,948.08,608.24,268.37,938.64,1003.08,1467.77,9549.49,6833.7,5797.63,10952.84,1209.35,3155.63,2030.91,974.33,675.01,791.29,1475.0,542.82,5290.29,447.0,190.65,793.31,1305.03,385.34,6803.29,1353.75,1507.82,498.19,3554.13,19606.13,3761.63
2023-03-02,1239.85,1781.11,4986.23,1554.8,565.11,7941.1,3726.23,3954.43,1155.67,1598.45,1152.73,634.46,4204.56,2098.31,952.92,608.24,287.41,933.72,979.43,1472.71,9501.26,6735.02,5774.53,10807.13,1177.4,3155.63,2021.28,962.59,665.37,824.45,1430.0,542.82,5358.7,445.07,190.65,815.72,1319.75,378.1,6709.45,1358.15,1641.85,490.81,3508.91,20139.39,3761.63
2023-03-03,1218.4,1767.82,4905.15,1533.33,555.92,7802.99,3673.75,3937.89,1146.91,1575.68,1156.99,634.46,4132.6,2080.14,928.73,631.11,287.41,933.72,974.7,1467.77,9380.69,6735.02,5797.63,11098.56,1168.28,3243.02,1982.78,962.59,660.55,829.19,1455.0,542.82,5381.5,437.37,190.65,802.27,1280.5,381.72,6732.91,1375.73,1632.28,490.81,3527.0,19997.19,3680.05
2023-03-06,1192.66,1736.8,4925.42,1567.69,560.51,7733.94,3694.74,3962.71,1120.65,1630.33,1152.73,630.2,4163.44,2080.14,919.06,617.39,292.6,909.15,913.19,1438.11,9404.8,6685.68,5774.53,10977.13,1140.89,3194.47,2030.91,962.59,670.19,814.98,1525.0,542.82,5176.28,437.37,194.21,806.76,1280.5,379.91,6685.99,1393.31,1632.28,498.19,3508.91,19659.46,3779.76
2023-03-07,1205.53,1719.08,4824.08,1584.87,565.11,7756.95,3736.73,4004.07,1116.27,1621.22,1148.48,630.2,4184.0,2080.14,919.06,626.54,287.41,850.18,941.57,1448.0,9621.84,6463.64,5774.53,10928.56,1145.46,3145.92,2002.03,986.07,684.66,814.98,1450.0,546.87,5039.46,441.22,192.43,806.76,1290.31,379.91,6639.07,1384.52,1579.63,483.43,3508.91,19072.88,3698.18
2023-03-08,1192.66,1670.34,4803.81,1529.03,560.51,7895.06,3726.23,4004.07,1107.51,1680.43,1139.97,630.2,4225.12,2071.06,928.73,617.39,283.95,830.52,960.5,1398.58,9453.03,6340.29,5682.14,11147.13,1113.51,3175.05,2021.28,970.41,703.94,814.98,1490.0,542.82,5153.47,439.29,190.65,793.31,1295.22,376.3,6474.85,1371.33,1579.63,476.05,3563.17,18770.7,3716.31
2023-03-09,1205.53,1661.48,4884.89,1529.03,569.7,7895.06,3841.69,3979.25,1125.02,1671.32,1148.48,630.2,4297.08,2043.81,938.41,621.96,290.87,855.09,946.31,1413.4,9453.03,6266.28,5682.14,11147.13,1113.51,3155.63,2002.03,966.5,694.3,810.24,1515.0,542.82,5267.49,433.51,192.43,793.31,1285.4,372.68,6498.31,1397.7,1598.77,483.43,3590.3,19215.08,3716.31
2023-03-10,1188.37,1665.91,4844.35,1503.26,565.11,7779.97,3789.21,3987.53,1116.27,1643.99,1139.97,630.2,4266.24,2016.56,923.9,617.39,280.49,855.09,927.38,1418.35,9404.8,6315.62,5659.04,11147.13,1122.64,3184.76,1982.78,950.85,694.3,814.98,1460.0,538.77,5267.49,429.66,190.65,806.76,1285.4,372.68,6357.55,1397.7,1579.63,479.74,3626.48,19072.88,3725.37
2023-03-13,1192.66,1639.33,4803.81,1486.08,560.51,7872.04,3778.72,3995.8,1090.0,1603.01,1144.23,621.69,4255.96,1952.97,914.22,603.67,283.95,860.01,917.92,1413.4,9308.34,6093.59,5659.04,10709.98,1081.57,3126.5,2030.91,939.11,679.84,796.02,1390.0,542.82,5107.87,427.73,183.52,757.45,1275.59,367.25,6216.79,1388.91,1675.36,468.67,3680.74,19961.64,3770.69
2023-03-14,1196.95,1608.31,4682.19,1434.54,555.92,7664.88,3684.25,3896.52,1046.23,1498.27,1131.46,617.43,4081.2,1925.72,909.38,585.38,270.1,805.95,889.53,1418.35,9308.34,5994.91,5705.23,10685.7,1081.57,3077.96,2011.66,903.89,670.19,781.81,1350.0,538.77,5039.46,421.95,171.05,748.49,1280.5,358.2,6169.88,1393.31,1584.41,461.29,3635.52,19268.4,3816.02
2023-03-15,1201.24,1643.76,4682.19,1451.72,555.92,7664.88,3694.74,3888.25,1028.72,1534.7,1122.96,608.91,4132.6,1907.56,919.06,612.82,268.37,766.63,927.38,1398.58,8994.85,6068.92,5635.94,9957.13,1054.19,2971.15,1992.41,892.15,694.3,767.59,1330.0,530.67,5062.26,420.03,163.92,761.94,1290.31,358.2,5794.52,1322.98,1608.35,468.67,3626.48,19375.05,3716.31
2023-03-16,1162.63,1590.59,4743.0,1443.13,528.35,7641.87,3757.72,3913.07,1033.1,1511.93,1088.93,600.4,4050.36,1898.47,909.38,617.39,254.51,742.06,913.19,1398.58,9067.19,6068.92,5682.14,9471.41,985.73,2980.86,2050.16,841.29,694.3,748.64,1295.0,526.62,4879.84,408.47,162.14,748.49,1275.59,347.35,5630.31,1248.26,1598.77,457.6,3662.65,19143.98,3689.12
2023-03-17,1188.37,1679.2,4743.0,1473.2,528.35,7710.92,3789.21,4053.71,1081.25,1571.13,1114.45,613.17,4153.16,1889.39,914.22,631.11,263.17,742.06,898.99,1428.23,9211.88,6266.28,5659.04,9714.27,1026.81,3058.54,2136.79,853.03,732.87,762.86,1450.0,530.67,5085.06,410.39,160.36,739.53,1275.59,350.97,5724.14,1309.8,1627.49,464.98,3662.65,20228.27,3770.69
2023-03-20,1205.53,1683.63,4763.27,1438.84,523.76,7733.94,3778.72,4037.16,1050.61,1530.14,1114.45,608.91,4112.04,1880.31,899.71,626.54,259.71,717.49,889.53,1408.46,9284.23,6290.95,5728.33,9835.7,1013.11,3048.83,2088.66,872.59,718.41,758.12,1385.0,530.67,5085.06,402.69,157.69,735.05,1270.68,347.35,5700.68,1305.4,1598.77,457.6,3608.39,19695.01,3770.69
2023-03-21,1222.69,1670.34,4763.27,1443.13,523.76,7826.01,3873.18,4053.71,1063.74,1557.47,1131.46,617.43,4317.64,1925.72,904.55,631.11,259.71,727.32,889.53,1393.64,9356.57,6266.28,5659.04,9787.13,999.42,3077.96,2127.16,872.59,718.41,758.12,1415.0,526.62,5153.47,410.39,163.03,739.53,1324.65,350.97,5864.9,1340.57,1570.05,464.98,3725.96,19535.03,3806.95
2023-03-24,1321.36,1679.2,4824.08,1481.79,542.13,8125.24,4041.13,4141.6,1120.65,1539.25,1135.72,625.95,4482.12,1925.72,923.9,635.68,266.63,742.06,917.92,1383.75,9621.84,6340.29,5843.82,9787.13,1035.93,3077.96,2050.16,911.72,699.12,753.38,1415.0,534.72,5335.9,420.03,170.16,757.45,1329.56,352.78,5911.82,1344.96,1617.92,468.67,3680.74,19677.23,3870.4
2023-03-27,1321.36,1736.8,4763.27,1481.79,542.13,8010.15,3988.64,4115.55,1107.51,1612.12,1148.48,625.95,4408.36,1962.06,943.24,663.12,266.63,727.32,913.19,1378.81,9621.84,6340.29,5890.02,9665.7,1058.75,3077.96,2021.28,915.63,684.66,701.26,1390.0,534.72,5290.29,420.03,163.92,766.42,1368.81,358.2,5864.9,1336.17,1565.26,464.98,3662.65,19766.11,3888.53
2023-03-28,1321.36,1767.82,4743.0,1477.49,551.32,7987.13,3952.63,4141.6,1103.14,1634.89,1148.48,621.69,4375.95,1943.89,977.1,644.83,268.37,786.29,933.04,1378.81,9742.41,6438.97,5890.02,10418.56,1067.88,3068.25,2069.41,907.81,684.66,658.62,1380.0,530.67,5085.06,427.73,171.94,775.38,1363.9,352.78,5982.2,1358.15,1584.41,472.36,3662.65,20317.14,3897.59
2023-03-29,1385.71,1843.14,4824.08,1434.54,532.94,8264.17,4029.28,4176.33,1124.35,1662.21,1169.75,625.95,4473.19,1962.06,962.59,635.68,271.83,796.12,938.0,1368.93,9621.84,6512.99,5866.92,10321.41,1054.19,3136.21,2117.54,927.37,689.48,672.83,1400.0,530.67,5039.46,423.88,170.16,770.9,1354.09,361.82,5982.2,1380.12,1584.41,472.36,3707.87,20708.2,3951.98
2023-03-30,1351.39,1852.0,4783.54,1451.72,537.54,8287.65,4094.97,4124.23,1124.35,1616.67,1165.49,625.95,4419.17,1962.06,957.76,631.11,270.1,766.63,938.0,1319.51,9525.38,6537.66,5913.12,10418.56,1049.62,3116.8,2088.66,950.85,684.66,668.09,1385.0,530.67,5130.67,423.88,167.49,752.97,1520.9,361.82,5982.2,1371.33,1598.77,468.67,3698.82,20601.55,3861.34
2023-03-31,1329.94,1852.0,4864.62,1451.72,546.73,8217.21,4094.97,4106.87,1110.75,1589.35,1156.99,625.95,4462.39,1989.31,962.59,649.4,270.1,776.46,938.0,1339.27,9621.84,6562.33,5728.33,10224.27,1026.81,3126.5,2021.28,958.68,679.84,658.62,1430.0,534.72,5358.7,437.37,167.49,779.86,1486.55,361.82,5911.82,1358.15,1617.92,461.29,3671.69,20690.43,3942.91
2023-04-03,1334.23,1852.0,4864.62,1438.84,555.92,8264.17,4094.97,4167.64,1110.75,1521.04,1169.75,630.2,4548.82,1980.22,943.24,640.26,277.02,781.38,952.89,1334.33,9621.84,6685.68,5705.23,10199.99,1026.81,3184.76,2002.03,954.76,679.84,620.71,1405.0,538.77,5085.06,443.15,166.6,770.9,1520.9,360.01,5958.74,1358.15,1570.05,476.05,3689.78,20512.67,3888.53
2023-04-04,1342.81,1816.55,4884.89,1438.84,546.73,8240.69,4094.97,4185.01,1101.68,1484.6,1174.0,621.69,4494.8,1971.14,928.73,649.4,283.95,810.86,933.04,1339.27,9838.87,6661.01,5866.92,10151.41,1022.24,3194.47,2021.28,970.41,675.01,625.45,1370.0,534.72,5244.68,443.15,166.6,757.45,1569.96,358.2,5982.2,1358.15,1536.54,476.05,3671.69,21063.71,3888.53
2023-04-05,1329.94,1860.86,4864.62,1357.23,555.92,8193.73,4084.02,4193.69,1115.28,1543.81,1174.0,617.43,4516.41,1898.47,962.59,626.54,271.83,825.61,918.15,1319.51,9766.53,6562.33,5797.63,9447.13,1008.55,3233.31,2011.66,989.98,665.37,630.19,1340.0,534.72,5176.28,452.78,163.03,748.49,1511.08,360.01,5653.76,1349.36,1479.1,464.98,3753.09,21188.13,3852.27
2023-04-06,1351.39,1860.86,4803.81,1365.82,569.7,8217.21,4105.92,4202.37,1119.81,1502.82,1178.25,621.69,4473.19,1943.89,948.08,626.54,266.63,805.95,928.07,1284.91,9718.3,6315.62,5774.53,9617.13,1008.55,3281.86,1973.16,978.24,675.01,615.97,1300.0,534.72,5062.26,454.71,158.58,744.01,1569.96,358.2,5653.76,1344.96,1517.4,464.98,3843.52,21188.13,3852.27
2023-04-10,1355.68,1789.97,4844.35,1378.7,569.7,8264.17,4084.02,4219.74,1124.35,1457.28,1174.0,617.43,4408.36,2007.48,943.24,631.11,266.63,751.89,913.19,1270.09,9718.3,6315.62,5843.82,9617.13,1026.81,3310.99,1992.41,970.41,670.19,582.8,1270.0,530.67,5039.46,454.71,158.58,742.17,1614.11,358.2,5677.22,1344.96,1574.84,468.67,3888.74,21472.54,3888.53
2023-04-11,1368.55,1869.72,4925.42,1408.77,551.32,8287.65,4105.92,4237.1,1119.81,1475.5,1165.49,617.43,4408.36,1998.39,967.43,631.11,268.37,761.72,923.11,1289.85,9838.87,6438.97,5866.92,10029.99,1013.11,3291.57,1992.41,982.15,660.55,658.62,1280.0,530.67,5176.28,456.63,160.36,760.6,1614.11,358.2,5771.06,1371.33,1565.26,472.36,3888.74,21614.74,3806.95
2023-04-12,1355.68,1869.72,5067.31,1520.44,528.35,8358.08,4094.97,4280.52,1137.95,1493.71,1165.49,613.17,4451.58,1998.39,967.43,644.83,268.37,751.89,858.59,1329.39,9694.18,6364.96,5797.63,10102.84,1003.99,3213.89,1963.53,1013.46,665.37,649.14,1325.0,530.67,5176.28,462.42,160.36,751.38,1609.21,358.2,5817.98,1327.38,1565.26,476.05,3897.78,22219.1,3797.89
2023-04-13,1351.39,1887.44,5067.31,1511.85,537.54,8381.56,4105.92,4323.93,1151.55,1493.71,1174.0,613.17,4429.97,2061.98,967.43,640.26,270.1,786.29,799.04,1354.1,9887.1,6290.95,5797.63,9908.56,994.86,3204.18,1953.91,1033.02,665.37,682.31,1300.0,530.67,5335.9,460.49,157.69,751.38,1584.68,358.2,5724.14,1336.17,1613.13,472.36,3924.91,22076.9,3716.31
2023-04-14,1368.55,1869.72,5026.77,1486.08,537.54,8451.99,4116.87,4406.42,1147.02,1493.71,1182.79,613.17,4516.41,2107.4,972.27,644.83,273.56,776.46,744.44,1363.98,9887.1,6488.31,5820.72,9981.41,999.42,3291.57,1982.78,1033.02,670.19,682.31,1300.0,534.72,5267.49,468.2,150.56,746.77,1565.05,358.2,5747.6,1349.36,1560.48,472.36,3924.91,21490.31,3761.63
2023-04-17,1359.97,1878.58,5047.04,1477.49,532.94,8475.47,4138.77,4332.61,1137.95,1493.71,1155.18,608.91,4429.97,2034.73,972.27,640.26,270.1,766.63,699.78,1363.98,9862.99,6364.96,5843.82,10029.99,1023.33,3194.47,1963.53,1017.37,670.19,710.74,1275.0,538.77,5335.9,462.42,148.78,755.99,1638.64,356.39,5677.22,1362.54,1584.41,472.36,3861.61,21685.84,3743.5
2023-04-18,1385.71,1860.86,5209.19,1632.11,523.76,8569.38,4149.72,4297.88,1133.42,1516.48,1164.38,608.91,4473.19,2052.89,967.43,640.26,271.83,751.89,714.67,1354.1,9838.87,6512.99,5866.92,10054.27,1018.55,3136.21,1982.78,1044.76,675.01,710.74,1315.0,538.77,5381.5,456.63,148.78,737.56,1614.11,360.01,5653.76,1340.57,1598.77,472.36,3861.61,22094.67,3707.25
2023-04-26,1394.29,1869.72,5432.15,1610.64,560.51,8639.81,4193.52,4363.0,1142.48,1562.02,1155.18,617.43,4494.8,2043.81,967.43,612.82,273.56,727.32,729.56,1428.23,9838.87,6512.99,6005.51,10151.41,1028.12,3155.63,2002.03,1052.59,660.55,724.95,1270.0,538.77,5427.11,472.05,150.56,755.99,1619.02,358.2,5653.76,1331.77,1646.64,479.74,3979.18,22325.75,3716.31
2023-04-27,1385.71,1843.14,5432.15,1640.38,565.11,8592.86,4160.67,4471.53,1133.42,1625.78,1164.38,613.17,4494.8,1998.39,967.43,585.38,271.83,707.66,714.67,1403.52,9887.1,6512.99,5936.21,10199.99,1013.77,3136.21,2040.53,1033.02,665.37,720.21,1185.0,542.82,5381.5,456.63,151.45,737.56,1677.89,360.01,5653.76,1371.33,1627.49,479.74,3906.83,22094.67,3988.23
2023-04-28,1390.0,1860.86,5472.69,1649.39,551.32,8498.94,4127.82,4428.12,1128.88,1607.56,1155.18,620.61,4473.19,2029.21,962.59,567.08,278.75,692.92,694.81,1398.58,10200.59,6883.04,5959.31,10539.98,994.64,3194.47,2040.53,1033.02,675.01,715.47,1105.0,554.98,5358.7,468.2,147.0,728.34,1697.52,360.01,5583.39,1366.94,1637.07,472.36,3843.52,25654.32,3988.23
2023-05-02,1377.13,1825.41,5411.89,1653.9,561.62,8498.94,4182.57,4471.53,1133.42,1684.98,1122.96,611.42,4538.02,1891.72,967.43,571.66,280.49,678.18,650.15,1378.81,10031.79,6883.04,6005.51,9811.41,999.42,3243.02,1992.41,993.89,665.37,724.95,1040.0,554.98,5323.39,466.27,143.43,732.95,1677.89,350.97,5513.01,1454.84,1613.13,453.91,3789.26,23878.93,3988.23
2023-05-03,1342.81,1878.58,5371.35,1622.35,585.02,8381.56,4149.72,4428.12,1110.75,1653.1,1113.76,602.22,4516.41,1801.63,967.43,553.36,278.75,668.35,620.37,1378.81,10369.4,6809.03,6144.1,9714.27,1028.12,3233.31,1982.78,978.24,656.87,720.21,1085.0,554.98,5157.03,462.42,142.54,742.17,1677.89,331.07,5489.55,1490.01,1637.07,446.53,3753.09,22214.51,3988.23
2023-05-04,1329.94,1887.44,5351.08,1635.87,589.7,8451.99,4073.08,4471.53,1115.28,1625.78,1118.36,602.22,4473.19,1891.72,977.1,548.79,275.29,683.09,625.33,1378.81,10417.63,6932.38,6121.0,9714.27,1061.59,3233.31,2011.66,962.59,661.74,729.69,1070.0,559.03,5038.21,462.42,139.87,746.77,1623.93,334.69,5680.72,1472.42,1641.85,442.84,3753.09,21748.47,4033.56
2023-05-05,1291.33,1807.69,5441.32,1635.87,589.7,8451.99,4051.18,4536.65,1106.21,1634.89,1109.15,593.03,4473.19,1896.46,981.94,557.94,277.02,683.09,590.59,1339.27,10489.97,6907.71,6190.29,9714.27,1037.68,3223.6,2069.41,946.94,661.74,710.74,1085.0,559.03,5038.21,456.63,147.89,737.56,1614.11,332.88,5582.78,1494.4,1699.29,461.29,3771.17,21437.78,4069.81
2023-05-08,1291.33,1834.28,5419.2,1694.46,608.42,8451.99,4007.38,4428.12,1101.68,1648.55,1122.96,597.62,4429.97,1953.35,1059.34,544.22,278.75,688.01,610.44,1304.68,10634.66,6883.04,6351.98,9884.27,1013.77,3233.31,2021.28,907.81,656.87,729.69,1135.0,554.98,5133.27,475.9,149.67,742.17,1614.11,340.11,5705.21,1490.01,1661.0,453.91,3671.69,22192.32,4051.68
2023-05-09,1291.33,1869.72,5596.16,1901.76,594.38,8381.56,3996.43,4449.83,1174.22,1684.98,1113.76,593.03,4365.14,2019.73,1088.36,535.07,282.22,712.58,620.37,1314.56,10610.55,6981.72,6305.78,10054.27,1013.77,3398.37,1982.78,919.55,656.87,729.69,1140.0,559.03,5228.33,481.68,154.12,737.56,1653.36,341.92,5999.04,1529.56,1708.87,457.6,3680.74,22436.43,3979.17
2023-05-10,1242.52,1860.86,5596.16,1802.62,627.14,8381.56,4029.28,4471.53,1165.15,1671.32,1118.36,602.22,4386.75,1905.94,1069.01,535.07,283.95,712.58,640.22,1329.39,10514.09,6883.04,6375.08,9908.56,1018.55,3359.54,1982.78,954.76,656.87,739.17,1135.0,571.18,5275.86,468.2,152.34,714.51,1619.02,341.92,5925.58,1520.77,1675.36,457.6,3735.0,22436.43,4078.88
2023-05-11,1229.2,1807.69,5529.8,1856.69,622.46,8287.65,4007.38,4471.53,1169.69,1662.21,1113.76,597.62,4408.36,1896.46,1073.85,525.92,280.49,702.75,600.52,1304.68,10586.43,6809.03,6282.69,9932.84,1042.46,3378.96,2050.16,939.11,656.87,739.17,1120.0,563.08,5275.86,470.12,147.0,714.51,1658.27,334.69,5754.18,1659.02,1699.29,450.22,3698.82,22036.97,4015.43
2023-05-12,1215.89,1772.25,5507.68,1901.76,659.9,8264.17,3941.69,4471.53,1201.42,1666.76,1118.36,597.62,4321.92,1934.39,1088.36,521.35,278.75,688.01,575.7,1309.62,10489.97,6611.67,6213.39,9908.56,1061.59,3369.25,2067.8,935.2,652.0,743.9,1160.0,567.13,5323.39,468.2,148.78,714.51,1589.58,332.88,5778.67,1636.73,1665.79,457.6,3599.35,22014.78,3988.23
2023-05-15,1224.77,1763.39,5618.28,1874.72,645.86,8240.69,3897.89,4471.53,1210.49,1612.12,1113.76,597.62,4365.14,1934.39,1069.01,530.5,275.29,688.01,605.48,1373.87,10610.55,6611.67,6213.39,9908.56,1123.75,3272.15,2097.2,923.46,647.14,796.02,1145.0,567.13,5394.68,458.56,142.54,714.51,1599.39,338.3,5729.69,1627.81,1670.57,453.91,3599.35,21748.47,4078.88
2023-05-16,1153.77,1745.66,5551.92,1798.11,641.18,8170.26,3832.19,4514.95,1174.22,1593.9,1104.55,593.03,4313.28,1915.42,1064.17,530.5,275.29,643.78,570.74,1368.93,10610.55,6475.0,6305.78,9981.41,1114.19,3349.83,2156.0,923.46,652.0,796.02,1110.0,571.18,5204.56,454.71,132.74,709.9,1589.58,341.92,5778.67,1605.51,1675.36,446.53,3599.35,21704.09,4087.94
2023-05-17,1175.95,1714.65,5596.16,1789.1,645.86,8240.69,3832.19,4514.95,1169.69,1593.9,1109.15,597.62,4321.92,1896.46,1044.82,544.22,271.83,629.03,580.67,1373.87,10610.55,6500.0,6282.69,10078.56,1123.75,3408.08,2116.8,896.07,656.87,796.02,1110.0,576.94,5228.33,447.0,123.83,709.9,1574.86,340.11,5803.15,1605.51,1670.0,442.84,3608.39,21326.82,4042.62
2023-05-19,1193.7,1732.37,5728.87,1775.58,655.22,8451.99,3865.04,4688.6,1196.89,1630.33,1081.54,597.62,4386.75,1934.39,1059.34,530.5,273.56,663.43,550.89,1363.98,10562.32,6400.0,6421.27,9908.56,1118.97,3398.37,2126.6,911.72,647.14,805.5,1130.0,568.33,5228.33,458.56,125.62,705.29,1491.46,338.3,5803.15,1596.59,1600.0,431.77,3635.52,20683.24,4015.43
2023-05-22,1202.58,1719.08,5839.47,1847.68,655.22,8451.99,3875.99,4710.31,1187.82,1634.89,1086.14,593.03,4516.41,1962.83,1054.5,521.35,278.75,678.18,536.0,1373.87,10610.55,6325.0,6375.08,10005.7,1162.01,3453.65,2087.4,939.11,642.27,772.33,1150.0,581.24,5204.56,462.42,123.83,700.68,1530.71,341.92,5925.58,1645.64,1625.0,435.46,3653.61,21193.66,4006.36
2023-05-23,1211.45,1723.51,5839.47,1811.63,669.26,8569.38,3919.79,4775.42,1160.62,1616.67,1095.35,593.03,4429.97,1962.83,1064.17,521.35,280.49,648.69,526.07,1378.81,10779.35,6450.0,6421.27,9689.99,1138.1,3433.8,2077.6,923.46,647.14,772.33,1130.0,572.63,5370.92,462.42,133.63,709.9,1496.37,340.11,5827.64,1650.1,1630.0,435.46,3653.61,21748.47,4033.56
2023-05-24,1211.45,1727.94,5905.83,1784.59,669.26,8475.47,3865.04,4862.25,1160.62,1603.01,1095.35,593.03,4386.75,1915.42,1069.01,516.78,290.87,629.03,531.04,1393.64,10803.46,6625.0,6421.27,9762.84,1157.23,3503.27,1999.2,923.46,647.14,786.55,1135.0,581.24,5323.39,460.49,129.18,719.12,1501.27,340.11,5803.15,1627.81,1525.0,442.84,3762.13,21837.24,3997.3
2023-05-25,1211.45,1723.51,5839.47,1838.67,655.22,8498.94,3941.69,4753.72,1142.48,1657.66,1095.35,602.22,4473.19,1924.9,1064.17,530.5,287.41,609.38,511.19,1363.98,10803.46,6550.0,6559.86,9787.13,1181.14,3473.5,2009.0,943.02,637.41,781.81,1120.0,581.24,5394.68,454.71,128.29,714.51,1481.65,338.3,5778.67,1583.21,1450.0,435.46,3725.96,20860.78,3997.3
2023-05-26,1211.45,1701.36,5839.47,1793.6,645.86,8592.86,3919.79,4862.25,1110.75,1639.44,1086.14,597.62,4429.97,1858.53,1064.17,516.78,283.95,584.8,516.15,1378.81,10803.46,6575.0,6652.26,9762.84,1219.39,3463.57,2009.0,935.2,637.41,796.02,1125.0,585.55,5275.86,452.78,126.51,705.29,1501.27,343.73,5778.67,1583.21,1375.0,437.82,3735.0,20483.51,3970.11
2023-05-29,1220.33,1714.65,5839.47,1775.58,650.54,8592.86,3963.58,4818.84,1115.28,1639.44,1081.54,597.62,4451.58,1868.01,1059.34,516.78,285.68,574.98,501.26,1363.98,10779.35,6450.0,6652.26,10068.86,1209.83,3394.1,2067.8,927.37,642.27,814.98,1100.0,585.55,5394.68,458.56,122.05,705.29,1579.77,341.92,5778.67,1578.75,1310.0,433.88,3798.3,20305.97,4124.2
2023-05-30,1238.08,1719.08,5750.99,1829.65,650.54,8686.77,3952.63,4775.42,1128.88,1639.44,1081.54,593.03,4451.58,1882.23,1059.34,530.5,289.14,599.55,506.22,1319.51,10803.46,6525.0,6606.06,10167.57,1133.32,3334.56,2028.6,919.55,647.14,838.67,1095.0,576.94,5370.92,458.56,126.51,700.68,1574.86,341.92,5778.67,1574.22,1220.0,425.99,3725.96,19973.09,4115.13
2023-05-31,1211.45,1679.2,5706.75,1865.71,641.18,8498.94,3963.58,4840.54,1160.62,1639.44,1118.36,597.62,4365.14,1801.63,1035.15,521.35,285.68,584.8,484.39,1299.74,11285.76,6300.0,6559.86,9772.71,1142.88,3304.78,1989.4,903.89,637.41,862.36,1085.0,572.63,5418.45,450.85,122.94,668.41,1619.02,338.3,5680.72,1578.75,1525.0,410.21,3653.61,19728.97,4106.07
2023-06-05,1207.02,1750.09,6038.54,1901.76,683.3,8639.81,3941.69,4710.31,1156.08,1744.18,1081.54,597.62,4386.75,1830.08,1073.85,489.34,290.87,599.55,526.07,1299.74,11141.07,6600.0,6698.45,9772.71,1128.54,3324.63,2009.0,864.76,632.54,862.36,1120.0,581.24,5275.86,462.42,123.83,663.8,1668.08,341.92,5705.21,1601.37,1455.0,402.32,3689.78,20283.78,4078.88
2023-06-06,1246.95,1781.11,6016.42,1874.72,673.94,8592.86,4029.28,4732.01,1192.35,1721.41,1095.35,597.62,4365.14,1825.34,1127.06,507.63,290.87,604.46,570.74,1334.33,10899.92,6600.0,6813.94,9649.32,1123.75,3374.25,1999.2,891.51,622.81,876.57,1140.0,581.24,5323.39,472.05,128.29,691.46,1751.48,341.92,5729.69,1660.17,1335.0,402.32,3698.82,20594.47,4042.62
2023-06-07,1255.83,1789.97,6016.42,1937.81,697.34,8545.9,4007.38,4688.6,1192.35,1803.38,1086.14,597.62,4343.53,1787.41,1131.89,503.06,292.6,609.38,575.7,1329.39,10899.92,6600.0,6883.24,9575.29,1157.23,3483.42,2009.0,882.59,613.08,862.36,1140.0,581.24,5418.45,491.32,126.51,677.63,1885.1,343.73,5729.69,1628.51,1315.0,410.21,3753.09,20283.78,4142.33
2023-06-08,1233.64,1758.95,5994.3,2027.94,687.98,8569.38,4029.28,4753.72,1183.29,1876.25,1086.14,597.62,4343.53,1801.63,1112.54,516.78,297.8,604.46,590.59,1319.51,10899.92,6475.0,6860.14,9451.89,1152.45,3592.59,1999.2,891.51,617.94,814.98,1135.0,585.55,5561.04,477.83,126.51,696.07,2024.0,349.16,5754.18,1596.84,1260.0,422.05,3771.17,20705.43,4169.52
